Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction,Information
edema,Hydrochlorothiazide,On Label,RX,25 Reviews,4.12,4.41,3.94,"
					This medication is used to treat high blood pressure. This is a generic drug. The average cash price for 30 Tablet(s), 25mg each of the generic (hydrochlorothiazide) is $11.99. You can buy hydrochlorothiazide at the discounted price of $3.00 by using the WebMDRx coupon, a savings of 75%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Bumetanide,On Label,RX,20 Reviews,4,4.5,3.63,"
					Bumetanide is used to reduce extra fluid in the body (edema) caused by conditions such as congestive heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 1mg each of the generic (bumetanide) is $66.99. You can buy bumetanide at the discounted price of $24.49 by using the WebMDRx coupon, a savings of 63%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Spironolacton-Hydrochlorothiaz,On Label,RX,18 Reviews,3.27,3.67,3,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 25-25mg each of the generic (spironolactone-hctz) is $29.47. You can buy spironolactone-hctz at the discounted price of $25.59 by using the WebMDRx coupon, a savings of 13%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Torsemide,On Label,RX,15 Reviews,3.17,3,2.67,"
					Torsemide is used to reduce extra fluid in the body (edema) caused by conditions such as heart failure, liver disease, and kidney disease. This is a generic drug. The average cash price for 30 Tablet(s), 20mg each of the generic (torsemide) is $25.99. You can buy torsemide at the discounted price of $13.76 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Ethacrynic Acid,On Label,RX,12 Reviews,4.33,4,3,"
					Ethacrynic acid is a ""water pill"" (diuretic) that works in your kidneys to increase the amount of urine you make. This is a generic drug. The average cash price for 4 Tablet(s), 25mg each of the generic (ethacrynic acid) is $94.99. You can buy ethacrynic acid at the discounted price of $54.23 by using the WebMDRx coupon, a savings of 43%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Spironolacton-Hydrochlorothiaz,On Label,RX,7 Reviews,4.17,3.83,2.67,"
					 This is a generic drug. The average cash price for 30 Tablet(s), 25-25mg each of the generic (spironolactone-hctz) is $29.47. You can buy spironolactone-hctz at the discounted price of $25.59 by using the WebMDRx coupon, a savings of 13%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
edema,Triamterene,On Label,RX,7 Reviews,3.33,4,1.67,"
					Triamterene is a ""water pill"" (diuretic) that works in your kidneys to increase the amount of urine you make. This is a brand name drug and a generic may be available. The average cash price for 14 Capsule(s), 100mg each of the generic (triamterene) is $172.39. You can buy triamterene at the discounted price of $127.98 by using the WebMDRx coupon, a savings of 26%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,619 Reviews,4.2,4.2,2.8,"
					This combination hormone medication is used to prevent pregnancy. This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets  each, is $181.99. You can buy Lo Loestrin Fe at the discounted price of $149.62 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Medroxyprogesterone,Off Label,RX,450 Reviews,4.36,4.22,2.5,"
					Medroxyprogesterone is a type of female hormone (progestin). This is a generic drug. The average cash price for 1 Syringe, 1ml of 150mg/ml each of the generic (medroxyprogesterone acetate) is $98.99. You can buy medroxyprogesterone acetate at the discounted price of $52.41 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,359 Reviews,4.07,4.44,2.64,"
					This combination hormone medication is used to prevent pregnancy. This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets chewable each of the generic (norethin-eth estradiol-fe) is $135.99. You can buy norethin-eth estradiol-fe at the discounted price of $67.37 by using the WebMDRx coupon, a savings of 50%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,357 Reviews,3.69,4.13,2.58,"
					This combination hormone medication is used to prevent pregnancy. This is a generic drug. The average cash price for 1 Disp Pack, 91 tablets each of the generic (levonorgest-eth estrad 91-day) is $219.99. You can buy levonorgest-eth estrad 91-day at the discounted price of $107.83 by using the WebMDRx coupon, a savings of 51%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,353 Reviews,4.06,4.06,2.33,"
					This combination hormone medication is used to prevent pregnancy. This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets  each, is $181.99. You can buy Lo Loestrin Fe at the discounted price of $149.62 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,246 Reviews,4.14,4.26,2.79,"
					 This is a generic drug. The average cash price for 1 Disp Pack, 28 tablets each of the generic (levonorgestrel-ethinyl estrad) is $30.99. You can buy levonorgestrel-ethinyl estrad at the discounted price of $14.74 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,211 Reviews,3.87,3.96,1.83,"
					This combination hormone medication is used to prevent pregnancy. This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets  each, is $181.99. You can buy Lo Loestrin Fe at the discounted price of $149.62 by using the WebMDRx coupon, a savings of 18%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,207 Reviews,4.02,4.24,2.69,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets  each, is $31.99. You can buy Nortrel 1/35 (28) at the discounted price of $12.70 by using the WebMDRx coupon, a savings of 60%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,191 Reviews,4.11,4.16,2.32,"
					 This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets  each, is $27.99. You can buy Cryselle-28 at the discounted price of $15.49 by using the WebMDRx coupon, a savings of 45%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Medroxyprogesterone,Off Label,RX,180 Reviews,4.1,4,2.41,"
					Medroxyprogesterone is a type of female hormone (progestin). This is a generic drug. The average cash price for 1 Syringe, 1ml of 150mg/ml each of the generic (medroxyprogesterone acetate) is $98.99. You can buy medroxyprogesterone acetate at the discounted price of $52.41 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Medroxyprogesterone,Off Label,RX,180 Reviews,4.1,4,2.41,"
					Medroxyprogesterone is a type of female hormone (progestin). This is a generic drug. The average cash price for 1 Syringe, 1ml of 150mg/ml each of the generic (medroxyprogesterone acetate) is $98.99. You can buy medroxyprogesterone acetate at the discounted price of $52.41 by using the WebMDRx coupon, a savings of 47%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,166 Reviews,4.1,4.46,2.85,"
					 This is a generic drug. The average cash price for 1 Disp Pack, 28 tablets each of the generic (levonorgestrel-ethinyl estrad) is $30.99. You can buy levonorgestrel-ethinyl estrad at the discounted price of $14.74 by using the WebMDRx coupon, a savings of 52%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,156 Reviews,3.83,4.04,2.52,"
					This combination hormone medication is used to prevent pregnancy. This is a brand name drug and a generic may be available. The average cash price for 1 Disp Pack, 28 tablets chewable each of the generic (norethin-eth estradiol-fe) is $135.99. You can buy norethin-eth estradiol-fe at the discounted price of $67.37 by using the WebMDRx coupon, a savings of 50%. Even if this drug is covered by Medicare or your insurance, we recommend you compare prices. The WebMDRx coupon or cash price may be less than your co-pay.
				"
